,Unnamed: 0,Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
44,,C10,Malignant neoplasm of oropharynx,Males,0.8,,0.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,1.2,,1.7,,1.9,,2.7,,2.5,,2.5,,1.5,u,2.2,u,4.1,u
45,,C10,Malignant neoplasm of oropharynx,Females,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.6,u,0.4,u,0.8,u,0.6,u,0.9,u,0.4,u,,u,0.9,u
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,C11,Malignant neoplasm of nasopharynx,Males,0.3,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.2,u,0.3,u,0.4,u,0.5,u,0.6,u,0.4,u,1,u,0.9,u,0.9,u,2,u
48,,C11,Malignant neoplasm of nasopharynx,Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,,u,0.4,u,0.4,u,0.6,u,0.7,u,0.6,u,,u
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,C12,Malignant neoplasm of pyriform sinus,Males,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.3,u,0.4,u,0.4,u,0.3,u,0.6,u,1.2,u,,u,,u
51,,C12,Malignant neoplasm of pyriform sinus,Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.2,u,,u,,u,,u,0.6,u,,u
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,C13,Malignant neoplasm of hypopharynx,Males,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.3,u,0.7,u,1,u,1.9,,1.7,u,1,u,,u,1.5,u,,u
54,,C13,Malignant neoplasm of hypopharynx,Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.3,u,,u,,u,0.4,u,,u,1.5,u
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",Males,0.6,,0.6,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.7,u,0.7,u,1.1,u,2.2,,1.8,,1.7,u,3.4,,3.7,u,4.1,u
57,,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",Females,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.5,u,0.3,u,0.6,u,0.8,u,0.5,u,0.8,u,,u
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,C15,Malignant neoplasm of oesophagus,Males,19.6,,16.4,,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.8,u,1.7,,4,,9.2,,19.6,,32.2,,50.3,,62.2,,85.9,,100.5,,131.2,,147.9,
60,,C15,Malignant neoplasm of oesophagus,Females,7.2,,7.3,,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.3,u,1.1,,2.1,,5.7,,9.1,,15.3,,21.1,,34.3,,41.8,,67.6,,70.8,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,C16,Malignant neoplasm of stomach,Males,10.4,,8.5,,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,0.6,u,1.1,,2.5,,5.2,,7.3,,9.8,,18,,29.5,,46.6,,70.7,,98.8,,106.5,
63,,C16,Malignant neoplasm of stomach,Females,4.7,,4.8,,,u,,u,,u,,u,,u,0.2,u,0.3,u,0.6,u,0.6,u,1.4,,1.1,,2.1,,3.5,,5.2,,6.5,,10.7,,21.4,,31,,47.1,,45.2,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,C17,Malignant neoplasm of small intestine,Males,1,,0.8,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,,u,0.6,u,0.5,u,1.1,u,2.7,,3.6,,5.6,,4.8,,5.6,u,7.5,u
66,,C17,Malignant neoplasm of small intestine,Females,0.7,,0.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.4,u,0.5,u,1,u,2,,2.3,,3.4,,3.7,,3.1,u,3.8,u
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,C18-C20,Malignant neoplasm of colon and rectum,Males,32.7,,26.6,,,u,,u,,u,,u,,u,,u,0.4,u,2,,2.3,,3.6,,5.7,,12.5,,22,,38.8,,60.5,,86.4,,141.2,,216.9,,296,,389.5,
69,,C18-C20,Malignant neoplasm of colon and rectum,Females,21.4,,22,,,u,,u,,u,,u,,u,0.2,u,0.3,u,1.7,,2.5,,3.1,,5.3,,9,,17.6,,24.2,,35.8,,51.6,,89.5,,136.6,,202.4,,268.2,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,C18,Malignant neoplasm of colon,Males,17.9,,14.5,,,u,,u,,u,,u,,u,,u,0.3,u,0.9,u,1.2,,1.9,,2.7,,6.2,,10,,18.3,,30.5,,48.2,,75.1,,127.7,,170.4,,243.6,
72,,C18,Malignant neoplasm of colon,Females,13.1,,13.5,,,u,,u,,u,,u,,u,,u,0.3,u,1.2,,1.4,,1.5,,3,,4.9,,8.8,,13,,20.3,,31.4,,55.8,,88.4,,130.9,,175.9,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,C19,Malignant neoplasm of rectosigmoid junction,Males,5.9,,4.9,,,u,,u,,u,,u,,u,,u,,u,0.5,u,0.6,u,0.9,u,1.5,,2.3,,5.4,,8.9,,12,,15.9,,26.1,,35.6,,50.3,,46.1,
75,,C19,Malignant neoplasm of rectosigmoid junction,Females,4,,4,,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.7,u,0.7,u,1.2,,1.9,,4.5,,5.3,,7.9,,10.9,,17.9,,21.5,,28.9,,34.4,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,C20,Malignant neoplasm of rectum,Males,8.8,,7.2,,,u,,u,,u,,u,,u,,u,,u,0.6,u,0.5,u,0.9,u,1.6,,4,,6.6,,11.6,,18.1,,22.3,,40,,53.6,,75.3,,99.7,
78,,C20,Malignant neoplasm of rectum,Females,4.4,,4.5,,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,0.9,u,1.1,,2.2,,4.3,,5.8,,7.6,,9.3,,15.9,,26.7,,42.6,,57.9,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,C21,Malignant neoplasm of anus and anal canal,Males,0.6,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.5,u,0.5,u,0.8,u,1.2,u,1.2,u,1.6,u,3.1,u,4,u,8.1,u
81,,C21,Malignant neoplasm of anus and anal canal,Females,0.7,,0.7,,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,,u,0.4,u,0.8,u,0.9,u,1.6,,1.4,,1.6,,2.3,,2.5,u,4.1,,7,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Males,11.6,,9.7,,,u,,u,,u,,u,,u,0.3,u,0.2,u,0.4,u,0.2,u,1,u,2.6,,5.8,,10.1,,17.8,,27.1,,35.9,,53.9,,65.7,,79.9,,81.4,
84,,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Females,6.2,,6.3,,,u,0.2,u,,u,,u,,u,,u,0.2,u,0.2,u,0.4,u,0.4,u,0.9,u,3.1,,4.3,,9,,12.6,,21.6,,28.9,,38.8,,45.9,,47,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,C23,Malignant neoplasm of gallbladder,Males,0.6,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.3,u,0.7,u,0.9,u,1.6,u,2.2,u,4.6,,4.9,u,8.1,u
87,,C23,Malignant neoplasm of gallbladder,Females,1.3,,1.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,1.3,,2.3,,2.2,,4,,6.9,,7.2,,12,,9.7,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,C24,Malignant neoplasm of other and unspecified parts of biliary tract,Males,0.8,,0.6,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.4,u,0.6,u,1.4,,1.8,,3.5,,4.6,,9.6,,11.5,u
90,,C24,Malignant neoplasm of other and unspecified parts of biliary tract,Females,0.6,,0.6,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.3,u,0.6,u,0.3,u,1,u,1.4,u,2.9,,3.4,,4.3,,7,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,C25,Malignant neoplasm of pancreas,Males,17.6,,14.7,,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.8,u,2.1,,3.8,,8.3,,14.4,,27.4,,42.2,,58.5,,79.5,,98.3,,113.9,,134.3,
93,,C25,Malignant neoplasm of pancreas,Females,13.6,,13.6,,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.9,u,2.3,,5.3,,10,,17.2,,30.1,,45.1,,67.5,,90.3,,98.6,,97.2,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,C26,Malignant neoplasm of other and ill-defined digestive organs,Males,6.2,,5,,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.6,u,0.5,u,1.2,,2.1,,3.6,,6.3,,9.7,,14.5,,26.9,,41.9,,63.9,,89.6,
96,,C26,Malignant neoplasm of other and ill-defined digestive organs,Females,4.6,,4.9,,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,0.6,u,0.8,u,2.1,,3.7,,4.1,,5.9,,11.3,,18.1,,28.9,,55,,70.8,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,C30,Malignant neoplasm of nasal cavity and middle ear,Males,0.1,u,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.3,u,0.5,u,,u,,u,,u,,u
99,,C30,Malignant neoplasm of nasal cavity and middle ear,Females,0.1,u,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,,u,,u,,u
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,C31,Malignant neoplasm of accessory sinuses,Males,0.3,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.5,u,0.3,u,0.7,u,0.4,u,1.2,u,1.5,u,1.2,u,2,u
102,,C31,Malignant neoplasm of accessory sinuses,Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.2,u,0.8,u,1.1,u,1,u,,u
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,C32,Malignant neoplasm of larynx,Males,2.4,,2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.3,u,0.9,u,2.2,,3.3,,5.7,,8.6,,8,,12,,21,,23.7,
105,,C32,Malignant neoplasm of larynx,Females,0.5,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.8,u,0.9,u,1.3,,1.4,u,1.8,u,1.8,u,3.1,u,2.9,u
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Males,68.9,,57.2,,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,1.1,,4.3,,9.8,,22.1,,46.8,,96.1,,160.2,,240.2,,342,,427.8,,488.2,,496,
108,,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Females,47.1,,46.3,,,u,,u,,u,,u,,u,,u,0.2,u,0.5,u,1,u,3.1,,8.4,,18.9,,41.8,,72.6,,122.1,,181.7,,228.4,,251.1,,279.1,,235.9,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,C33,Malignant neoplasm of trachea,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,,u,,u,,u,,u,,u
111,,C33,Malignant neoplasm of trachea,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,C34,Malignant neoplasm of bronchus and lung,Males,68.9,,57.2,,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,1.1,,4.3,,9.8,,22.1,,46.8,,96,,159.9,,240.1,,342,,427.6,,488.2,,496,
114,,C34,Malignant neoplasm of bronchus and lung,Females,47,,46.3,,,u,,u,,u,,u,,u,,u,0.2,u,0.5,u,1,u,3.1,,8.3,,18.9,,41.7,,72.6,,121.9,,181.6,,228.3,,251.1,,278.8,,235.6,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,C37,Malignant neoplasm of thymus,Males,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.3,u,0.4,u,,u,0.5,u,0.7,u,,u,,u
117,,C37,Malignant neoplasm of thymus,Females,0.1,u,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.2,u,,u,0.5,u,,u,,u
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,C38,"Malignant neoplasm of heart, mediastinum and pleura",Males,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.4,u,0.4,u,1.9,u,0.9,u,2,u
120,,C38,"Malignant neoplasm of heart, mediastinum and pleura",Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.2,u,,u,,u,0.3,u,0.2,u,,u,0.9,u,1.2,u,,u
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
123,,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,C40,Malignant neoplasm of bone and articular cartilage of limbs,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
126,,C40,Malignant neoplasm of bone and articular cartilage of limbs,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Males,0.7,,0.6,,,u,,u,,u,0.4,u,0.9,u,0.7,u,0.5,u,0.3,u,0.3,u,0.5,u,0.4,u,0.2,u,0.6,u,0.8,u,1.2,u,0.9,u,2.2,u,2.4,u,3.4,u,4.1,u
129,,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Females,0.4,,0.4,,,u,,u,,u,0.3,u,0.3,u,,u,0.2,u,0.4,u,0.2,u,0.2,u,,u,,u,0.6,u,0.2,u,0.4,u,0.8,u,1.5,u,1.6,u,2.3,u,2.1,u
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,C43,Malignant melanoma of skin,Males,5,,4.2,,,u,,u,,u,,u,,u,,u,0.3,u,0.6,u,0.6,u,1.5,,2.3,,3.3,,4.5,,7.5,,9,,12.7,,19.6,,28.6,,40.7,,38.7,
132,,C43,Malignant melanoma of skin,Females,2.8,,2.8,,,u,,u,,u,,u,,u,,u,0.5,u,0.6,u,0.7,u,1.4,,1.7,,2.8,,2.2,,3.5,,6,,6.7,,10.7,,13.4,,19.2,,23.2,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,C443,Other malignant neoplasms of skin,Males,3.5,,2.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,1,u,2.1,,2.9,,4.9,,6.9,,11.4,,21.4,,36.1,,96.3,
135,,C443,Other malignant neoplasms of skin,Females,1.3,,1.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.5,u,0.9,u,0.9,u,1.6,,2.3,,3.6,,8.1,,15.7,,33.8,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,C45,Mesothelioma,Males,8.2,,6.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.2,u,0.7,u,2.4,,8.1,,18.7,,30,,49.5,,59.2,,68.2,,44.1,
