,Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
45,        ,parotid gland               ,F,0.7,,1,u,0.4,u,0.8,u,0.5,u,0.6,u,0.4,u,0.8,,0.9,,0.9,
46,,,,,,,,,,,,,,,,,,,,,,,
47,C08     ,Malignant neoplasm of       ,M,0.3,,,u,,u,,u,,u,,u,,u,0.5,u,,u,,u
48,        ,other and unspecified       ,F,0.3,,,u,0.3,u,,u,,u,,u,,u,0.5,u,0.3,u,0.5,u
49,        ,major salivary glands       , ,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,
51,C09     ,Malignant neoplasm of       ,M,3.7,,4.1,,4.5,,3.5,,4.3,,3.2,,3.7,,3,,3.6,,3.5,
52,        ,tonsil                      ,F,1.1,,0.8,u,1.3,,1.3,,1.1,,1.1,,1,,1.4,,0.9,,1.1,
53,,,,,,,,,,,,,,,,,,,,,,,
54,C10     ,Malignant neoplasm of       ,M,0.8,,1.6,u,1.1,,0.7,u,0.7,u,0.9,,0.6,u,1,,0.5,,0.7,
55,        ,oropharynx                  ,F,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u
56,,,,,,,,,,,,,,,,,,,,,,,
57,C11     ,Malignant neoplasm of       ,M,0.6,,,u,0.9,,0.7,u,,u,0.6,u,0.5,u,0.9,,0.6,,0.4,u
58,        ,nasopharynx                 ,F,0.2,,,u,,u,,u,,u,,u,,u,0.3,u,,u,,u
59,,,,,,,,,,,,,,,,,,,,,,,
60,C12     ,Malignant neoplasm of       ,M,1,,1.2,u,1.5,,1.2,,0.7,u,0.9,,0.8,,0.8,u,0.9,,0.8,
61,        ,pyriform sinus              ,F,0.2,,,u,0.3,u,,u,,u,0.4,u,,u,,u,,u,,u
62,,,,,,,,,,,,,,,,,,,,,,,
63,C13     ,Malignant neoplasm of       ,M,0.5,,1.1,u,0.7,,0.6,u,,u,0.6,u,,u,,u,0.4,u,0.4,u
64,        ,hypopharynx                 ,F,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u
65,,,,,,,,,,,,,,,,,,,,,,,
66,C14     ,Malignant neoplasm of       ,M,0.6,,,u,0.8,,0.5,u,0.6,u,,u,,u,0.8,u,0.7,,0.7,u
67,        ,other and ill-defined       ,F,0.2,,,u,,u,,u,,u,,u,,u,0.4,u,,u,0.4,u
68,        ,"sites in the lip, oral      ", ,,,,,,,,,,,,,,,,,,,,
69,        ,cavity and pharynx          , ,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,
71,C15     ,Malignant neoplasm of       ,M,22.8,,23.2,,27.6,,24.7,,22.9,,26,,20.5,,17.7,,21.9,,20.8,
72,        ,oesophagus                  ,F,8.9,,10.2,,11.4,,9.4,,9.8,,9.5,,7.7,,6.5,,7.9,,9,
73,,,,,,,,,,,,,,,,,,,,,,,
74,C16     ,Malignant neoplasm of       ,M,17.8,,21.2,,20.8,,19,,18.7,,20.8,,17.4,,16,,14.1,,16.1,
75,        ,stomach                     ,F,7.2,,9.7,,8.5,,8.3,,8,,7.7,,6.6,,7.1,,5.4,,6.1,
76,,,,,,,,,,,,,,,,,,,,,,,
77,C17     ,Malignant neoplasm of       ,M,2.7,,2.7,,3,,2.5,,2.5,,2.5,,2.4,,2.4,,2.5,,3.4,
78,        ,small intestine             ,F,1.8,,2.6,,1.8,,2.1,,2.1,,2,,1.6,,1.7,,1.6,,1.8,
79,,,,,,,,,,,,,,,,,,,,,,,
80,C18-C20 ,Malignant neoplasm of       ,M,90.6,,98.9,,98.2,,93,,91.1,,93.1,,88.3,,78.7,,88.1,,90.9,
81,        ,colon and rectum            ,F,57.6,,59.2,,60.2,,55.2,,56.9,,56.8,,59.5,,50.6,,59.1,,60,
82,,,,,,,,,,,,,,,,,,,,,,,
83,C18     ,Malignant neoplasm of       ,M,55.9,,60.6,,60.7,,57.5,,55.4,,57.6,,53.7,,47.6,,55,,57.5,
84,        ,colon                       ,F,40.5,,41.8,,42.6,,38.5,,38.9,,39.3,,42.6,,35.4,,41.7,,42.8,
85,,,,,,,,,,,,,,,,,,,,,,,
86,C19     ,Malignant neoplasm of       ,M,6.1,,5.3,,6.6,,5.9,,6.7,,6.5,,6.1,,5.8,,6.1,,5.1,
87,        ,rectosigmoid junction       ,F,3.3,,3.5,,3.5,,2.9,,3.5,,3.3,,3.2,,3.9,,3.5,,2.5,
88,,,,,,,,,,,,,,,,,,,,,,,
89,C20     ,Malignant neoplasm of       ,M,28.6,,33,,30.9,,29.6,,28.9,,29,,28.5,,25.3,,27,,28.3,
90,        ,rectum                      ,F,13.8,,14,,14.1,,13.9,,14.5,,14.2,,13.7,,11.4,,13.9,,14.8,
91,,,,,,,,,,,,,,,,,,,,,,,
92,C21     ,Malignant neoplasm of       ,M,1.7,,2,,1.7,,2.3,,2.1,,1,,1.5,,1.4,,1.5,,2.3,
93,        ,anus and anal canal         ,F,2.6,,3.1,,2.7,,3.5,,1.8,,2.7,,2.6,,2.1,,2.5,,2.6,
94,,,,,,,,,,,,,,,,,,,,,,,
95,C22     ,Malignant neoplasm of liver ,M,11.4,,16.2,,14,,11.5,,10.6,,9.6,,9.7,,11.9,,9.6,,12.1,
96,        ,and intrahepatic bile ducts ,F,5.4,,6.4,,5.9,,6,,5.6,,5.4,,4.4,,5.6,,4.5,,6,
97,,,,,,,,,,,,,,,,,,,,,,,
98,C23     ,Malignant neoplasm of       ,M,0.9,,,u,1.2,,1.5,,1.1,,0.6,u,0.6,u,1.1,,0.6,,0.6,u
99,        ,gallbladder                 ,F,1.9,,2.5,,2.5,,2.1,,1.8,,1.8,,1.7,,1.8,,1.6,,1.7,
100,,,,,,,,,,,,,,,,,,,,,,,
101,C24     ,Malignant neoplasm of       ,M,2.2,,3,,2.1,,1.9,,2.7,,2.3,,2.8,,2.3,,2,,1.4,
102,        ,other and unspecified       ,F,1.6,,2.9,,1,,1.8,,1.5,,1.9,,2,,1.5,,1.1,,1.3,
103,        ,parts of biliary tract      , ,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,
105,C25     ,Malignant neoplasm of       ,M,17.5,,18,,17.3,,17.6,,17.9,,17.6,,18.1,,17.8,,16.9,,17.3,
106,        ,pancreas                    ,F,14,,15.9,,14.8,,14.4,,13.3,,13.9,,13.7,,13.8,,13.5,,13.8,
107,,,,,,,,,,,,,,,,,,,,,,,
108,C26     ,Malignant neoplasm of       ,M,1.3,,,u,1.7,,,u,1.5,,1.3,,0.7,u,1.6,,1.5,,1.8,
109,        ,other and ill-defined       ,F,1.1,,,u,1.3,,0.5,u,1.5,,1.3,,0.5,u,1.4,,1.3,,1.3,
110,        ,digestive organs            , ,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,
112,C30     ,Malignant neoplasm of       ,M,0.7,,,u,0.8,,0.8,u,,u,0.6,u,0.8,,0.5,u,0.8,,0.7,u
113,        ,nasal cavity and middle ear ,F,0.5,,,u,0.4,u,,u,0.5,u,0.6,u,0.6,u,0.7,u,0.4,u,0.4,u
114,,,,,,,,,,,,,,,,,,,,,,,
115,C31     ,Malignant neoplasm of       ,M,0.4,,,u,0.5,u,,u,,u,,u,0.5,u,0.4,u,0.3,u,0.5,u
116,        ,accessory sinuses           ,F,0.2,,,u,,u,,u,0.4,u,,u,,u,,u,,u,,u
117,,,,,,,,,,,,,,,,,,,,,,,
118,C32     ,Malignant neoplasm of       ,M,6.9,,9.5,,8.8,,8.3,,6.3,,6.7,,5.8,,6.6,,5.7,,5.9,
119,        ,larynx                      ,F,1.4,,2.1,,1.9,,1.8,,1.2,,1.2,,0.9,,1.3,,1.3,,1.2,
120,,,,,,,,,,,,,,,,,,,,,,,
121,C33-C34 ,Malignant neoplasm of       ,M,93.2,,124.4,,115.9,,110,,88.8,,93.2,,83.8,,91.8,,75.5,,79.5,
122,        ,"trachea, bronchus and lung  ",F,63.6,,96.8,,85.4,,78.8,,58.3,,55.1,,57.1,,57.9,,51.4,,51.6,
123,,,,,,,,,,,,,,,,,,,,,,,
124,C33     ,Malignant neoplasm of       ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
125,        ,trachea                     ,F,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
126,,,,,,,,,,,,,,,,,,,,,,,
127,C34     ,Malignant neoplasm of       ,M,93.1,,124.4,,115.8,,109.9,,88.6,,93.1,,83.7,,91.7,,75.4,,79.3,
128,        ,bronchus and lung           ,F,63.5,,96.8,,85.3,,78.8,,58.2,,55,,57.1,,57.8,,51.3,,51.5,
129,,,,,,,,,,,,,,,,,,,,,,,
130,C37     ,Malignant neoplasm of       ,M,0.3,,,u,,u,,u,,u,,u,,u,,u,0.4,u,,u
131,        ,thymus                      ,F,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u
132,,,,,,,,,,,,,,,,,,,,,,,
133,C38     ,Malignant neoplasm of       ,M,0.5,,,u,0.4,u,,u,0.5,u,0.6,u,0.6,u,0.6,u,0.5,u,0.6,u
134,        ,"heart, mediastinum and      ",F,0.2,,,u,,u,,u,,u,,u,,u,0.6,u,0.4,u,,u
135,        ,pleura                      , ,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,
137,C39     ,Malignant neoplasm of other ,M,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
138,        ,and ill-defined sites in    ,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
139,        ,the respiratory system and  , ,,,,,,,,,,,,,,,,,,,,
140,        ,intrathoracic organs        , ,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,
142,C40     ,Malignant neoplasm of       ,M,0.4,,,u,,u,,u,,u,0.3,u,0.3,u,0.5,,0.6,,0.5,u
143,        ,bone and articular          ,F,0.3,,,u,,u,,u,,u,0.4,u,,u,0.5,,0.3,u,0.4,u
144,        ,cartilage of limbs          , ,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,
146,C41     ,Malignant neoplasm of bone  ,M,0.6,,,u,0.5,u,,u,,u,0.5,u,0.9,,0.6,,0.7,,0.6,u
147,        ,and articular cartilage of  ,F,0.3,,,u,0.4,u,,u,,u,,u,,u,0.7,,0.4,u,,u
148,        ,other and unspecified sites , ,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,
150,C43     ,Malignant melanoma of skin  ,M,24.8,,21.1,,24.4,,19.7,,23.1,,21.3,,26.9,,14.8,,30.7,,35.9,
151,        ,                            ,F,22,,21.9,,22.9,,18.1,,18.7,,19.6,,23.9,,13.7,,26,,31.4,
152,,,,,,,,,,,,,,,,,,,,,,,
153,C44     ,Other malignant neoplasms   ,M,216.1,,183.8,,165.6,,141.6,,172.9,,241.5,,162,,167.5,,288.6,,354.7,
154,        ,of skin                     ,F,132.1,,113,,99.2,,77.9,,93.9,,152.8,,83.9,,107.7,,184.1,,234.3,
155,,,,,,,,,,,,,,,,,,,,,,,
156,C45     ,Mesothelioma                ,M,9,,14.1,,10.1,,8.3,,6.6,,6.4,,11.1,,7.4,,9.4,,9.4,
157,        ,                            ,F,1.8,,3.1,,1.6,,1.7,,1.8,,1.3,,2.2,,1.8,,2.1,,1.5,
158,,,,,,,,,,,,,,,,,,,,,,,
159,C46     ,Kaposi's sarcoma            ,M,0.4,,,u,0.5,u,,u,,u,,u,,u,1.2,,0.4,u,,u
160,        ,                            ,F,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
161,,,,,,,,,,,,,,,,,,,,,,,
162,C47     ,Malignant neoplasm of       ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
163,        ,peripheral nerves and       ,F,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
164,        ,autonomic nervous system    , ,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,
166,C48     ,Malignant neoplasm of       ,M,0.5,,,u,,u,0.7,u,0.4,u,0.4,u,0.6,u,1,,0.6,,0.4,u
167,        ,retroperitoneum and         ,F,2,,2.1,,2.1,,3.3,,2.2,,1.8,,1.6,,1.3,,1.5,,2.1,
168,        ,peritoneum                  , ,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,
170,C49     ,Malignant neoplasm of other ,M,3.8,,4.8,,3.7,,3.7,,3.3,,3.4,,2.6,,3.6,,3.9,,5.3,
171,        ,connective and soft tissue  ,F,2.6,,3.3,,2.1,,2.5,,2.6,,2,,1.8,,2.6,,3.2,,3.2,
172,,,,,,,,,,,,,,,,,,,,,,,
173,C50     ,Malignant neoplasm of       ,M,1.3,,,u,1,,1.1,,1.2,,1.6,,1.5,,1.4,,1.4,,1.5,
174,        ,breast                      ,F,163.8,,160.6,,165.3,,157.4,,167.4,,162,,169.1,,150,,167.6,,173,
175,,,,,,,,,,,,,,,,,,,,,,,
176,C51     ,Malignant neoplasm of       ,F,4,,4,,4.4,,4.6,,4.5,,4.3,,3.9,,3.4,,3.8,,3.8,
177,        ,vulva                       , ,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,
179,C52     ,Malignant neoplasm of       ,F,0.8,,,u,0.7,,1.1,,0.6,u,0.7,u,0.6,u,1,,0.7,,1.3,
180,        ,vagina                      , ,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,
182,C53     ,Malignant neoplasm of       ,F,9.3,,11.2,,10.5,,10.8,,10.3,,11,,7.7,,8.4,,7.6,,10.3,
183,        ,cervix uteri                , ,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,
185,C54     ,Malignant neoplasm of       ,F,27.6,,25.8,,27.5,,26.8,,29,,30.8,,28.2,,25.3,,25.6,,29.7,
186,        ,corpus uteri                , ,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,
188,C55     ,Malignant neoplasm of       ,F,0.9,,1.5,,0.6,,0.9,,1.1,,1,,0.5,u,1.7,,1,,0.6,u
189,        ,"uterus, part unspecified    ", ,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,
191,C56-C57 ,Malignant neoplasm of ovary ,F,23.2,,22.3,,25.4,,22.2,,24.3,,24,,24.4,,19.9,,22.9,,23.5,
192,        ,and other unspecified female, ,,,,,,,,,,,,,,,,,,,,
193,        ,genital organs              , ,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,
195,C56     ,Malignant neoplasm of ovary ,F,21.7,,21,,24.4,,20.9,,23.4,,22.2,,23.3,,17.6,,20.7,,21.5,
196,,,,,,,,,,,,,,,,,,,,,,,
197,C57     ,Malignant neoplasm of other ,F,1.6,,1.3,u,1.1,,1.2,,0.9,,1.8,,1,,2.3,,2.2,,1.9,
198,        ,and unspecified female      , ,,,,,,,,,,,,,,,,,,,,
199,        ,genital organs              , ,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,
201,C58     ,Malignant neoplasm of       ,F,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
202,        ,placenta                    , ,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,
204,C60     ,Malignant neoplasm of       ,M,2.3,,2.2,,3.5,,2.7,,2.5,,1.9,,2,,1.9,,2,,1.9,
205,        ,penis                       , ,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,
207,C61     ,Malignant neoplasm of       ,M,174.7,,146.2,,174.8,,164.6,,164.9,,183.2,,185.9,,168.8,,175.2,,187.1,
208,        ,prostate                    , ,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,
210,C62     ,Malignant neoplasm of       ,M,6.9,,6.7,,7.3,,7.6,,6.3,,7.3,,6.5,,5.9,,7.2,,8.3,
211,        ,testis                      , ,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,
213,C63     ,Malignant neoplasm of       ,M,0.3,,,u,0.4,u,,u,,u,,u,,u,,u,0.5,u,0.4,u
214,        ,other and unspecified male  , ,,,,,,,,,,,,,,,,,,,,
215,        ,genital organs              , ,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,
217,C64     ,Malignant neoplasm of       ,M,21,,20.1,,23.9,,23.4,,17.7,,18.6,,22.8,,17.7,,20.2,,23.6,
218,        ,"kidney, except renal pelvis ",F,10.6,,13.7,,12.2,,12.1,,10.4,,10.4,,9.9,,7.7,,10.1,,11,
219,,,,,,,,,,,,,,,,,,,,,,,
220,C65     ,Malignant neoplasm of renal ,M,1.5,,1.8,,1.9,,1.6,,1.2,,1.6,,1.7,,1.3,,1.5,,1.4,
221,        ,pelvis                      ,F,0.9,,0.9,u,1.2,,1.1,,0.5,u,1,,1.2,,0.5,u,0.6,,1,
222,,,,,,,,,,,,,,,,,,,,,,,
223,C66     ,Malignant neoplasm of       ,M,1.6,,2.1,,1.7,,1.5,,1.3,,1.6,,1.9,,1.6,,1.6,,1.6,
224,        ,ureter                      ,F,0.7,,0.7,u,0.7,,1.1,,0.5,u,0.7,u,0.8,,0.6,u,0.6,,0.7,
225,,,,,,,,,,,,,,,,,,,,,,,
226,C67     ,Malignant neoplasm of       ,M,32.5,,38.2,,30.3,,40.2,,27.9,,29.9,,31.5,,34.1,,31.4,,32.7,
227,        ,bladder                     ,F,9.4,,12.3,,10.2,,11.4,,9,,8.7,,7.9,,9.6,,8.9,,8.6,
228,,,,,,,,,,,,,,,,,,,,,,,
229,C68     ,Malignant neoplasm of       ,M,0.8,,1.8,u,0.5,u,0.7,u,0.6,u,,u,0.6,u,1.1,,0.9,,0.8,
230,        ,other and unspecified       ,F,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
231,        ,urinary organs              , ,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,
233,C69     ,Malignant neoplasm of eye   ,M,1,,1.3,u,1.7,,0.8,u,1.2,,1.4,,1.3,,0.5,u,0.6,,1,
234,        ,and adnexa                  ,F,0.8,,,u,1.5,,0.8,,0.9,,0.9,,0.6,u,0.5,u,0.3,u,1.3,
235,,,,,,,,,,,,,,,,,,,,,,,
236,C70     ,Malignant neoplasm of       ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
237,        ,meninges                    ,F,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u
238,,,,,,,,,,,,,,,,,,,,,,,
239,C71     ,Malignant neoplasm of brain ,M,10.1,,10.7,,10.1,,12,,10.3,,8.8,,11.2,,8.7,,9,,11.3,
240,        ,                            ,F,6.2,,6,,6.9,,6,,6.9,,5.9,,6.3,,5.6,,6.3,,6.2,
241,,,,,,,,,,,,,,,,,,,,,,,
242,C72     ,Malignant neoplasm of       ,M,0.2,,,u,0.3,u,,u,,u,,u,,u,,u,,u,0.4,u
243,        ,"spinal cord, cranial nerves ",F,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u
244,        ,and other parts of central  , ,,,,,,,,,,,,,,,,,,,,
245,        ,nervous system              , ,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,
247,C73     ,Malignant neoplasm of       ,M,2.9,,3.1,,3.5,,2.7,,2.9,,2.3,,2.5,,3.4,,2.7,,2.8,
248,        ,thyroid gland               ,F,7.2,,8.5,,7.9,,7.9,,7,,7.2,,7.4,,7.4,,6.7,,6.3,
249,,,,,,,,,,,,,,,,,,,,,,,
250,C74     ,Malignant neoplasm of       ,M,0.3,,,u,0.4,u,,u,0.5,u,,u,,u,,u,0.4,u,0.6,u
251,        ,adrenal gland               ,F,0.3,,,u,0.3,u,,u,,u,,u,,u,,u,0.5,,0.4,u
252,,,,,,,,,,,,,,,,,,,,,,,
253,C75     ,Malignant neoplasm of       ,M,0.3,,,u,,u,,u,,u,,u,0.5,u,1,,,u,,u
254,        ,other endocrine glands      ,F,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
255,        ,and related structures      , ,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,
257,C76     ,Malignant neoplasm of other ,M,0.5,,,u,,u,0.5,u,,u,0.4,u,,u,,u,0.6,,1.3,
258,        ,and ill-defined sites       ,F,0.7,,,u,0.5,,1.1,,0.7,u,0.7,,0.4,u,,u,0.8,,1.6,
259,,,,,,,,,,,,,,,,,,,,,,,
260,C77     ,Secondary and unspecified   ,M,1.9,,3.2,,1.3,,1.7,,2,,3,,2,,0.8,,1.9,,2,
261,        ,malignant neoplasm of       ,F,1.2,,2.1,,0.9,,1.5,,1.4,,1.4,,1.3,,0.6,,1,,1.1,
262,        ,lymph nodes                 , ,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,
264,C78     ,Secondary malignant         ,M,4.9,,6.4,,5.1,,5,,6.4,,5.4,,7.1,,3.1,,3.6,,4,
265,        ,neoplasm of respiratory     ,F,4.7,,6.6,,4.8,,4.1,,6.3,,5.6,,5.7,,2.8,,4.2,,3.9,
266,        ,and digestive organs        , ,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,
268,C79     ,Secondary malignant         ,M,2.1,,2.6,,2.5,,2.1,,2.4,,2.4,,2.3,,1.1,,1.9,,2.1,
269,        ,neoplasm of other sites     ,F,1.5,,2.3,,1.5,,1.9,,2.1,,1.4,,1.8,,0.8,,1.3,,1.6,
270,,,,,,,,,,,,,,,,,,,,,,,
271,C80     ,Malignant neoplasm without  ,M,9.1,,13.5,,7.1,,9,,7.9,,11.6,,8.4,,13.7,,9,,5.4,
272,        ,specification of site       ,F,8.3,,10,,5.6,,10.7,,6.2,,8.9,,7.4,,12.9,,8.5,,5.6,
273,,,,,,,,,,,,,,,,,,,,,,,
274,C81     ,Hodgkin's disease           ,M,3.4,,3.5,,3.5,,3,,3.5,,3,,2.9,,4.3,,3.5,,3.6,
275,        ,                            ,F,2.5,,2.2,,2.4,,2.2,,2.8,,2.4,,2.9,,2.3,,2.7,,2.8,
276,,,,,,,,,,,,,,,,,,,,,,,
277,C82-C85 ,Non-Hodgkin's lymphoma      ,M,26.9,,25.1,,25.4,,26,,28.8,,26.8,,30.3,,24,,26.7,,27.9,
278,        ,                            ,F,19.1,,19.4,,16.6,,19.6,,19.8,,17.1,,21.2,,18.6,,18.6,,21.4,
