,Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
143,,,,,,,,,,,,,
144,C41     ,Malignant neoplasm of bone  ,M,0.5,:,0.3,0.5,0.5,:,0.5,0.6,0.8,0.6
145,        ,and articular cartilage of  ,F,0.4,:,0.3,:,:,0.3,:,0.5,0.6,0.4
146,        ,other and unspecified sites , ,,,,,,,,,,
147,,,,,,,,,,,,,
148,C43     ,Malignant melanoma of skin  ,M,17.5,15.2,17.7,15.6,18.1,14.9,16.9,11.7,21.4,24.1
149,        ,                            ,F,17.5,17.6,20.2,16.3,16.6,16.1,17.1,10,20.4,23
150,,,,,,,,,,,,,
151,C44     ,Other malignant neoplasms   ,M,139.1,153.4,103.2,132.8,105.5,146.7,92.6,90.8,192.8,215.9
152,        ,of skin                     ,F,91.4,107.2,68.6,87.6,65,97.7,49.7,59.4,133.1,145.3
153,,,,,,,,,,,,,
154,C45     ,Mesothelioma                ,M,5.4,8.1,5.2,5.9,5.1,3.8,5.2,4.5,6,5.5
155,        ,                            ,F,0.9,1.1,0.8,0.7,0.9,0.6,1.1,1,0.9,0.9
156,,,,,,,,,,,,,
157,C46     ,Kaposi's sarcoma            ,M,0.4,:,:,:,:,:,:,1.3,0.4,:
158,        ,                            ,F,0.1,       :,:,:,:,:,       :,:,:,       :
159,,,,,,,,,,,,,
160,C47     ,Malignant neoplasm of       ,M,0.1,       :,:,:,:,       :,:,0.3,:,:
161,        ,peripheral nerves and       ,F,0.2,:,:,:,:,:,:,:,:,:
162,        ,autonomic nervous system    , ,,,,,,,,,,
163,,,,,,,,,,,,,
164,C48     ,Malignant neoplasm of       ,M,0.4,:,0.3,:,0.5,0.6,0.4,0.4,0.4,0.5
165,        ,retroperitoneum and         ,F,1.2,1.8,1.1,2.1,1.3,1,0.9,0.6,1.2,1.6
166,        ,peritoneum                  , ,,,,,,,,,,
167,,,,,,,,,,,,,
168,C49     ,Malignant neoplasm of other ,M,2.6,4.1,2.7,2.6,2.6,2.1,1.7,2.2,2.7,3.3
169,        ,connective and soft tissue  ,F,1.8,1.6,1.8,1.9,1.4,1.4,1.8,1.8,1.7,3.1
170,,,,,,,,,,,,,
171,C50     ,Malignant neoplasm of       ,M,0.9,1.3,1.1,0.7,0.7,0.7,1,0.9,1.1,0.8
172,        ,breast                      ,F,124.8,117.8,128.4,120.3,131.6,126.8,121.2,116.1,127.7,131.6
173,,,,,,,,,,,,,
174,C51     ,Malignant neoplasm of       ,F,2.5,2.9,2.9,2.8,2.8,2.7,2.1,1.9,2.4,2.4
175,        ,vulva                       , ,,,,,,,,,,
176,,,,,,,,,,,,,
177,C52     ,Malignant neoplasm of       ,F,0.6,:,0.3,0.8,0.8,0.5,0.5,1.1,0.5,0.7
178,        ,vagina                      , ,,,,,,,,,,
179,,,,,,,,,,,,,
180,C53     ,Malignant neoplasm of       ,F,8.7,10.5,9.8,11,10.7,9.7,7.6,6.7,7.6,9.3
181,        ,cervix uteri                , ,,,,,,,,,,
182,,,,,,,,,,,,,
183,C54     ,Malignant neoplasm of       ,F,19.7,18.1,18.6,18.1,21.7,20.6,20.2,21.3,18.5,20.5
184,        ,corpus uteri                , ,,,,,,,,,,
185,,,,,,,,,,,,,
186,C55     ,Malignant neoplasm of       ,F,0.7,0.9,0.9,0.6,1,0.6,0.7,0.8,0.5,0.4
187,        ,"uterus, part unspecified    ", ,,,,,,,,,,
188,,,,,,,,,,,,,
189,C56-C57 ,Malignant neoplasm of ovary ,F,17.1,17.3,18.7,16,18.4,17.2,17.8,14,16.5,18.8
190,        ,and other unspecified female, ,,,,,,,,,,
191,        ,genital organs              , ,,,,,,,,,,
192,,,,,,,,,,,,,
193,C56     ,Malignant neoplasm of ovary ,F,16.2,16.2,17.9,15.6,17.5,16.3,17.3,12.6,15.3,17.7
194,,,,,,,,,,,,,
195,C57     ,Malignant neoplasm of other ,F,0.9,1.1,0.8,0.5,0.8,1,0.4,1.3,1.2,1
196,        ,and unspecified female      , ,,,,,,,,,,
197,        ,genital organs              , ,,,,,,,,,,
198,,,,,,,,,,,,,
199,C58     ,Malignant neoplasm of       ,F,:,       :,:,:,:,:,       :,:,       :,       :
200,        ,placenta                    , ,,,,,,,,,,
201,,,,,,,,,,,,,
202,C60     ,Malignant neoplasm of       ,M,1.4,1.5,1.8,1.5,2.2,1.1,1,1,1.3,1.2
203,        ,penis                       , ,,,,,,,,,,
204,,,,,,,,,,,,,
205,C61     ,Malignant neoplasm of       ,M,106.7,92.4,100.6,98,102,110.9,110.6,115.4,109.2,111.3
206,        ,prostate                    , ,,,,,,,,,,
207,,,,,,,,,,,,,
208,C62     ,Malignant neoplasm of       ,M,6.9,7.4,7.8,7,7.1,6.9,7.1,5.1,7.4,8.2
209,        ,testis                      , ,,,,,,,,,,
210,,,,,,,,,,,,,
211,C63     ,Malignant neoplasm of       ,M,0.2,:,0.3,:,:,:,:,:,0.2,:
212,        ,other and unspecified male  , ,,,,,,,,,,
213,        ,genital organs              , ,,,,,,,,,,
214,,,,,,,,,,,,,
215,C64     ,Malignant neoplasm of       ,M,14,15.1,13,15.9,13.8,14.3,14.1,12,13.7,15
216,        ,"kidney, except renal pelvis ",F,7.5,9.2,8.1,8.7,6.4,8,7.3,6.2,6.8,8.2
217,,,,,,,,,,,,,
218,C65     ,Malignant neoplasm of renal ,M,1,1.2,1,0.9,1.1,1.1,1.2,1,1.1,0.6
219,        ,pelvis                      ,F,0.5,0.5,0.6,0.9,0.5,0.6,0.5,0.3,0.4,0.4
220,,,,,,,,,,,,,
221,C66     ,Malignant neoplasm of       ,M,0.9,1.3,1.3,1.4,0.5,0.7,0.8,0.8,0.8,0.6
222,        ,ureter                      ,F,0.4,0.6,0.6,0.5,0.4,0.3,0.4,0.4,0.4,0.5
223,,,,,,,,,,,,,
224,C67     ,Malignant neoplasm of       ,M,18.1,19.6,18,20.4,18.8,18.1,17.2,15.9,18.1,18.2
225,        ,bladder                     ,F,5.4,7.4,6.3,6,5.6,5.1,4.5,5,5.3,4.7
226,,,,,,,,,,,,,
227,C68     ,Malignant neoplasm of       ,M,0.3,:,0.3,:,:,0.5,:,0.4,0.3,0.6
228,        ,other and unspecified       ,F,0.1,:,:,:,:,:,:,:,:,:
229,        ,urinary organs              , ,,,,,,,,,,
230,,,,,,,,,,,,,
231,C69     ,Malignant neoplasm of eye   ,M,0.6,:,1.2,0.5,0.8,0.5,0.5,0.6,0.5,:
232,        ,and adnexa                  ,F,0.6,:,1.1,0.6,1.1,:,0.3,0.8,0.4,0.5
233,,,,,,,,,,,,,
234,C70     ,Malignant neoplasm of       ,M,0.1,:,:,:,:,:,       :,0.2,0.2,:
235,        ,meninges                    ,F,0.2,:,:,:,:,:,:,:,0.4,:
236,,,,,,,,,,,,,
237,C71     ,Malignant neoplasm of brain ,M,7.7,7.7,8.3,8.2,8.3,7.6,7,6.4,7.5,8.4
238,        ,                            ,F,5.3,5.9,5.6,6,5.7,5.1,5.3,4.4,4.8,6.1
239,,,,,,,,,,,,,
240,C72     ,Malignant neoplasm of       ,M,0.3,:,0.4,:,:,:,:,0.4,:,:
241,        ,"spinal cord, cranial nerves ",F,0.2,:,:,:,:,:,:,:,0.2,:
242,        ,and other parts of central  , ,,,,,,,,,,
243,        ,nervous system              , ,,,,,,,,,,
244,,,,,,,,,,,,,
245,C73     ,Malignant neoplasm of       ,M,2.3,2.1,2.9,3.1,2,2.3,2.2,2.1,2.1,1.7
246,        ,thyroid gland               ,F,5.7,8,6.3,5.6,5.1,6.4,5.5,5.9,5,4.4
247,,,,,,,,,,,,,
248,C74     ,Malignant neoplasm of       ,M,0.3,:,0.5,:,:,:,:,:,0.3,:
249,        ,adrenal gland               ,F,0.2,:,:,:,0.4,:,:,0.3,0.2,0.3
250,,,,,,,,,,,,,
251,C75     ,Malignant neoplasm of       ,M,0.3,:,:,:,:,:,:,0.7,0.3,0.3
252,        ,other endocrine glands      ,F,0.2,:,:,:,:,:,:,0.3,0.2,:
253,        ,and related structures      , ,,,,,,,,,,
254,,,,,,,,,,,,,
255,C76     ,Malignant neoplasm of other ,M,0.5,:,0.3,0.4,0.6,0.5,:,:,0.6,1
256,        ,and ill-defined sites       ,F,0.5,:,0.4,0.4,0.6,0.4,0.3,0.2,0.5,1
257,,,,,,,,,,,,,
258,C77     ,Secondary and unspecified   ,M,1.5,1.7,1.4,1.5,1.6,2.3,1.8,0.8,1.4,1.2
259,        ,malignant neoplasm of       ,F,0.9,1.6,0.7,0.7,1.2,1.2,0.7,0.7,0.9,1
260,        ,lymph nodes                 , ,,,,,,,,,,
261,,,,,,,,,,,,,
262,C78     ,Secondary malignant         ,M,3.2,4,3.9,3.4,4.3,3.5,3.4,2.2,2.9,1.8
263,        ,neoplasm of respiratory     ,F,3.5,5.8,3.2,4,4.9,3.9,3.1,2.5,3.3,2.5
264,        ,and digestive organs        , ,,,,,,,,,,
265,,,,,,,,,,,,,
266,C79     ,Secondary malignant         ,M,1.3,1,1.6,1.4,1.7,1.2,1.3,1.5,1.3,0.8
267,        ,neoplasm of other sites     ,F,1.1,1.6,1.4,1.1,1.5,0.9,1.1,0.8,0.9,0.8
268,,,,,,,,,,,,,
269,C80     ,Malignant neoplasm without  ,M,4.8,5.3,4.1,5.1,3,5.6,4.6,7.3,5,3.2
270,        ,specification of site       ,F,4.2,4.6,4,4.2,3.3,5.3,3.9,6,3.8,2.9
271,,,,,,,,,,,,,
272,C81     ,Hodgkin's disease           ,M,3.2,3.1,3.3,3.2,3.9,3.6,2.9,3.4,2.7,2.9
273,        ,                            ,F,2.3,1.5,2.5,2.2,2.5,2.4,2.9,2,2.1,2.1
274,,,,,,,,,,,,,
275,C82-C85 ,Non-Hodgkin's lymphoma      ,M,18.4,16.8,17.3,19,18.7,17.4,18.8,18.6,18.4,20
276,        ,                            ,F,13.4,14.3,13.1,12.8,12.7,12.3,13.4,14.3,13.1,14.5
277,,,,,,,,,,,,,
278,C88     ,Malignant                   ,M,0.3,:,0.6,:,:,0.3,0.3,0.3,0.2,0.5
279,        ,immunoproliferative         ,F,0.1,       :,:,       :,:,:,:,:,:,0.3
280,        ,diseases                    , ,,,,,,,,,,
281,,,,,,,,,,,,,
282,C90     ,Multiple myeloma and        ,M,6.7,5.4,6,7.3,6.9,7,6.1,8,6.4,6.9
283,        ,malignant plasma cell       ,F,4.4,3.2,3.8,4.7,4.5,4.6,4.4,5.5,4.1,4.7
284,        ,neoplasms                   , ,,,,,,,,,,
285,,,,,,,,,,,,,
286,C91-C95 ,Leukaemia                   ,M,13.1,13.7,12,17.7,13.4,14.3,13,12.6,10.9,12.8
287,        ,                            ,F,8.1,8.1,8.1,9.7,9,7.9,7.4,7.7,7,8.8
288,,,,,,,,,,,,,
289,C91     ,Lymphoid leukaemia          ,M,6.8,7.3,6,11.2,6.3,7.8,6,6.3,5,7.2
290,        ,                            ,F,3.9,4.7,3.7,5.3,4.2,4,2.8,3.6,3.1,4.8
291,,,,,,,,,,,,,
292,C92     ,Myeloid leukaemia           ,M,5.8,6,5.3,6.1,6.6,6,6.6,5.9,5.5,4.8
293,        ,                            ,F,3.8,3.3,4.1,4.2,4.4,3.6,4.2,3.7,3.7,3.6
294,,,,,,,,,,,,,
295,C93     ,Monocytic leukaemia         ,M,0.1,:,:,:,:,:,:,:,:,:
296,        ,                            ,F,0.1,       :,:,       :,:,       :,:,:,:,:
297,,,,,,,,,,,,,
298,C94     ,Other leukaemias of         ,M,0.1,       :,:,       :,:,:,:,:,:,0.3
299,        ,specified cell type         ,F,0.1,       :,:,       :,:,:,:,:,:,:
300,,,,,,,,,,,,,
301,C95     ,Leukaemia of unspecified    ,M,0.3,:,0.4,0.4,0.4,:,0.3,:,:,0.3
302,        ,cell type                   ,F,0.2,:,:,0.2,0.3,:,:,0.4,0.1,0.2
303,,,,,,,,,,,,,
304,C96,Malignant neoplasms of      ,M,0.2,:,:,:,:,:,:,:,0.2,:
305,        ,"lymphoid, haematopoietic    ",F,0.1,       :,:,:,:,:,:,:,:,:
306,        ,and related tissue          , ,,,,,,,,,,
307,,,,,,,,,,,,,
308,D05     ,Carcinoma in situ of breast ,M,0.1,:,:,:,:,:,:,:,:,:
309,        ,                            ,F,16.5,16,15.9,15.5,16,17.7,15.5,15.9,17.1,18.6
310,,,,,,,,,,,,,
311,D06     ,Carcinoma in situ of        ,F,90.3,170.7,61.1,113.9,114.3,112.7,115.8,36.7,98.2,104.8
312,        ,cervix uteri                , ,,,,,,,,,,
313,,,,,,,,,,,,,
314,D32     ,Benign neoplasm of meninges ,M,1.2,1,1,1.5,1.3,0.8,1.5,1.1,1.2,1
315,        ,                            ,F,2.8,2.7,2.9,3.9,2.8,3,3.5,1.9,2.5,2.6
316,,,,,,,,,,,,,
317,1. Directly age-standardised using the 1976 European Standard Population (see Methods for rates),,,,,,,,,,,,
318,2. This table does not include the ICD-10 codes that are non mandatory (see Notes and definitions),,,,,,,,,,,,
319,3. There have been some fairly large fluctuations in the number of registrations of C44 across the regions (see Notes and definitions),,,,,,,,,,,,
320,4. These figures exclude non-melanoma skin cancer (ICD-10 C44) (see Notes and definitions),,,,,,,,,,,,
321,"DASRs were not calculated where there were fewer than 10 counts in a cell, denoted by (:)",,,,,,,,,,,,
322,Rates calculated from fewer than 20 counts are shown in italics,,,,,,,,,,,,
323,,,,,,,,,,,,,
324,Source: Office for National Statistics,,,,,,,,,,,,
